spp_name, ott_id, broken_taxon, mrca_of_descendents, in_synth_tree
Cryptomonadales,7645937,-,-,T
Rhabdobacter roseus,5572746,-,-,T
Bacillus sp. IDA4921,800049,-,-,T
Chlamydomonas sp. CCAP 11/169,882240,-,-,F
Eurhynchium striatum,741347,-,-,T
Chondromyces sp. canine oral taxon 128,622370,-,-,T
Pedinellales,432903,-,-,T
Enterobacter cloacae,648458,-,-,T
Roseivivax sp. CPA-41,5900303,-,-,F
Fusarium ciliatum,262011,-,-,T
Selenidium orientale,718749,-,-,T
Coxiella endosymbiont of Amblyomma americanum,938967,-,-,T
Ophiosphaerella herpotricha,282728,-,-,T
Clostridium sp. WST-8,488769,-,-,F
Ferruginibacter lapsinanis,1053171,-,-,T
Ureibacillus sp. FZSF03,5893923,-,-,F
Penicillium restrictum,298803,-,-,T
Dechloromonas sp. S11,5237282,-,-,F
Sideroxydans lithotrophicus,861827,-,-,T
Lithothrix aspergillum,559060,-,-,T
Interfilum massjukiae,558352,-,-,T
Cystofilobasidiales,849463,-,-,T
Lophiostoma chamaecyparidis,285288,-,-,T
Cyrtolophosididae,209364,-,-,T
Crustomyces subabruptus,4099837,-,-,T
Cymbella subturgidula,184046,-,-,T
Saitozyma paraflava,21543,-,-,T
Spirogyra maxima,629731,-,-,T
Pseudoalteromonas sp. BSw20606,1052679,-,-,F
Cladosporium cladosporioides,187451,-,-,T
Flexithrix dorotheae,275480,-,-,T
Vulcaniibacterium tengchongense,409679,-,-,T
Isosphaera pallida,503827,-,-,T
Ceratobasidium sp. 257,221663,-,-,F
Polyangium sp. xj4,5165592,-,-,F
Endoconidioma populi,327703,-,-,T
Actinopolymorpha alba,573792,-,-,T
Dyella nitratireducens,5912734,-,-,T
Hirsutella strigosa,420607,-,-,T
Trichoderma polysporum,3798177,-,-,T
Coxiella endosymbiont of Ornithodoros kairouanensis,5630678,-,-,T
Thermithiobacillus plumbiphilus,5904767,-,-,T
Bdelloidea,662648,-,-,T
Rhodopirellula sp. SM49,922347,-,-,T
Weeksella virosa,813856,-,-,T
Legionellales,899055,T,mrcaott719ott2760,T
Triticum aestivum,31926,-,-,T
Mycoplasma mobile,249168,-,-,T
Thalassobaculum fulvum,5588175,-,-,T
Granulicella sp. 5B5,5878202,-,-,F
Orthamphisiella breviseries,958040,-,-,T
Gemmatimonas phototrophica,5241905,-,-,T
Legionella quinlivanii,717750,-,-,T
Campanulariidae,945740,T,mrcaott33385ott144192,T
Sunxiuqinia faeciviva,4768396,-,-,T
Beauveria bassiana,859705,-,-,T
Salinimicrobium catena,765835,-,-,T
Metarhizium robertsii,766484,-,-,T
Cordyceps sp. CUHK CSM1,747978,-,-,F
Metandrocarpa taylori,299476,-,-,T
Agaricus boisseletii,548531,-,-,T
Brevundimonas sp. FWC04,649488,-,-,T
Wenxinia marina,765843,-,-,T
Peronospora violae,888022,-,-,T
Methylophaga sp. AH1,7038496,-,-,F
Lactobacillus pasteurii,528506,-,-,T
Geobacter sulfurreducens,1089839,-,-,T
Pyrenochaeta sp. G41,5977965,-,-,F
Parastagonospora phoenicicola,7513659,-,-,T
Aleurodiscus sp. YTL-2017a,7526406,-,-,T
Mesoflavibacter zeaxanthinifaciens,986574,-,-,F
Candidatus Nitrosoglobus terrae,7032516,-,-,T
Penicillium digitatum,840875,-,-,T
Thermobia sp. ZG01,144059,-,-,F
Candidatus Electrothrix japonica,5904496,-,-,T
Vicingus serpentipes,7009305,-,-,T
Pseudoalteromonas sp. SN2,5240909,-,-,F
Chytridiaceae,319466,T,mrcaott43479ott155498,T
Desulfoarculus sp. BG74,13238,-,-,T
Ectothiorhodospira mobilis,324258,-,-,T
Scenedesmus bijugus,5152871,-,-,T
Azonexus sp. HME6654,322220,-,-,T
Ochrobactrum gallinifaecis,1026432,-,-,T
Festuca bromoides,157930,-,-,T
Gelidibacter sp. COL-42,215870,-,-,F
Dactylella oxyspora,936534,-,-,T
Dendryphion europaeum,5713496,-,-,T
Methylomicrobium sp. XLMV4,5172499,-,-,F
Defluviimonas indica,829667,-,-,T
Euduboscquella sp. ex Favella arcuata,1080723,-,-,T
Stagonosporopsis cucurbitacearum,None,-,-,F
Zobellella sp. J51,1062768,-,-,T
Polyporales,390367,T,ott1012685,T
Kluyveromyces nonfermentans,744500,-,-,T
Pseudoperonospora cubensis,532099,-,-,T
Coniophora prasinoides,598719,-,-,T
Desulfovibrionaceae,385234,-,-,T
Nigrograna cangshanensis,7510626,-,-,T
Oceanicella actignis,805226,-,-,T
Allocreadium neotenicum,3667908,-,-,T
Gigaspora margarita,837853,-,-,T
Pseudomonas sp. enrichment culture,None,-,-,F
Oomycetes,555765,-,-,T
Acidisoma sibiricum,20526,-,-,T
Piskurozyma sp.,5985467,-,-,F
Brevundimonas sp. FL10,4782068,-,-,F
Desulfovibrio desulfuricans,37162,-,-,T
Euryhalocaulis caribicus,181492,-,-,T
Klebsormidiales,799390,-,-,T
Skeletonema costatum,569306,-,-,T
Algisphaera agarilytica,5376904,-,-,T
Byssocorticium atrovirens,201859,-,-,T
Halomonas elongata,522901,-,-,T
Bensingtonia naganoensis,1060945,-,-,T
Acidobacterium sp. BK18,155160,-,-,F
Genea cephalonicae,6380669,-,-,T
Rickettsia sp. 60a,311167,-,-,T
Scutellospora sp.,480208,-,-,T
Desulfotomaculum acetoxidans,409962,-,-,F
Alternaria destruens,392278,-,-,T
Acrocalymma sp. K.-L. Chen L119,7513301,-,-,F
Saccharomonospora sp. ZZY-2013,49859,-,-,F
Oedogoniales,916752,-,-,T
Conocybe subpubescens,525735,-,-,T
Exocolpoda augustini,843613,-,-,T
Aurelia sp. 14 LGD-2017,7509083,-,-,F
Enterococcus casseliflavus,631422,T,mrcaott161789ott202326,T
Sphingomonas sp. 4WUM2 35,411275,-,-,F
Cryptomonas sp. CCAC 0109,4739034,-,-,T
Phialophora sp. p3901,226911,-,-,T
Chlamydomonas asymmetrica,934603,-,-,T
Leucosporidium intermedium,1010441,-,-,T
Erythrobacter gaetbuli,697704,-,-,T
Woodruffiidae,581773,-,-,F
Coniochaeta canina,418265,-,-,T
Eremothecium sinecaudum,741641,-,-,T
Saprospiraceae,35,-,-,T
Ptychostomum arcticum,384506,-,-,T
Pseudosasa subsolida,3952294,-,-,T
Ampelisca eschrichtii,512226,-,-,T
Glomus aggregatum,1097288,-,-,T
Aquimonas sp. enrichment culture clone 03SUJ1,5173111,-,-,T
Aphelidea,5355148,-,-,T
Drechslera nobleae,515557,-,-,T
Septobasidium sp. 2 RG-2014,5689199,-,-,F
Terrimonas sp. YJ03,63082,-,-,T
Orbiliales,972723,-,-,T
Rhodoferax sp. IMCC1723,117384,-,-,T
Thiomicrospira sp. NV40C1,582403,-,-,T
Russula xerampelina,647038,-,-,T
Lobulomycetales,906922,-,-,T
Preussia grandispora,5495415,-,-,T
Carnobacterium inhibens,403960,-,-,T
Obelia sp. MZUSP 3356,7508209,-,-,F
Colaconema daviesii,151879,-,-,T
Uliginosibacterium sp. M1-21,7030391,-,-,T
Dasania marina,4783519,-,-,T
Pythium nunn,898418,-,-,T
Desmodesmus abundans,893359,-,-,T
Gesiella jameensis,4984618,-,-,T
Desulfonatronobacter acidivorans,4774926,-,-,T
Alternaria papavericola,3735107,-,-,T
Alternaria infectoria,513296,-,-,T
Paenibacillus sp. MN2-8,848049,-,-,T
Plectus cf. frigophilus N22_01,5476233,-,-,T
Azovibrio sp. PV1,826425,-,-,T
Chlamydomonas primoveris,4004088,-,-,T
Cladophialophora sp. L359,1084273,-,-,F
Muriicola jejuensis,114552,-,-,T
Neurospora bonaerensis,83214,-,-,T
Monogenea,473600,-,-,T
Chlamydomonas gloeophila,4004065,-,-,T
Salicola sp. SS1R22,5239676,-,-,F
Chlamydomonas incerta,359011,-,-,T
Blochmannia endosymbiont of Camponotus textor,7032734,-,-,F
Ochromonas sp. CCMP1149,137425,-,-,T
Desulfonatronum alkalitolerans,567840,-,-,T
Capnobotryella sp. MA 4624,208764,-,-,F
Campylobacterales,862644,T,mrcaott8800ott405457,T
Katablepharidophyta,269577,-,-,T
Acrosorium ciliolatum,4011301,-,-,T
Ectothiorhodospiraceae,191367,T,mrcaott1562ott6385,T
Hartmannula derouxi,677180,-,-,T
Surapoda sp. NJAUEriHN11,5800026,-,-,F
Ixipapillifera pauromitos,5917763,-,-,T
Achlya racemosa,482683,-,-,T
Hyphococcus flavus,5896798,-,-,T
Coryne tricycla,1056693,-,-,T
Meruliopsis sp. UC2023018,5984891,-,-,F
Sistotrema brinkmannii,604162,-,-,T
Acleris maximana,538970,-,-,T
Nierstraszella lineata,704105,-,-,T
Spionidae,912396,-,-,T
Chloroflexi,1041335,T,mrcaott22888ott44842,T
Malassezia sympodialis,604327,-,-,F
Alteromonadaceae,191371,T,mrcaott103ott1093,T
Geobacter anodireducens,5165479,-,-,T
Pleurotaceae,13836,-,-,T
Cladosporium aggregatocicatricatum,5977353,-,-,T
Teichospora rubriostiolata,5978967,-,-,T
Porphyrobacter sp. enrichment culture clone a197,None,-,-,F
Heterosiphonia plumosa,1013564,-,-,T
Methylobacterium sp. 365(2014),5381958,-,-,F
Valisia malayana,87419,-,-,T
Extraholosticha sylvatica,2822856,-,-,F
Nitzschia draveillensis,711325,-,-,T
Sideroxydans paludicola,167625,-,-,T
Methylobacterium sp. G03 78-21,5381921,-,-,F
Stenoplax alata,1048972,-,-,T
Stappia sp. BGMRC02046,5996970,-,-,F
Arcobacter sp. EP1,5904615,-,-,F
Hypochnicium lyndoniae,350514,-,-,T
Clostridium sp. enrichment culture clone HT3,5197427,-,-,T
Marininema halotolerans,936318,-,-,T
Brevundimonas sp. C-1-2,5238665,-,-,F
Toxicocladosporium sp. MDC2_4,5714988,-,-,F
Segetibacter sp. A37C11,5887223,-,-,F
Desulfovibrio sp. P23,562201,-,-,F
Neosulcatispora agaves,5978377,-,-,T
Marinilactibacillus psychrotolerans,404314,-,-,T
Cytophaga sp. N05VI,56677,-,-,F
Gonostomum sp. MD-2012,277127,-,-,T
Nannochloris bacillaris,816028,-,-,T
Boletales,207725,T,ott1012685,T
Desulfuromusa kysingii,1033096,-,-,T
Formivibrio citricus,501415,-,-,T
Pseudocosmospora vilior,741647,-,-,T
Tepidisphaera mucosa,5575206,-,-,T
Basidiobolus microsporus,1061430,-,-,T
Pirellula sp. SH-Sr6A,5896433,-,-,F
Candidatus Nitrososphaera gargensis,378062,-,-,F
Rhizobium sp. Y21,5899144,-,-,F
Chaetosphaeronema sp.,938520,-,-,T
Amphidinium carterae,746949,-,-,T
Laurenciella marilzae,904419,-,-,T
Plocamium sp. Aus 3 GWS-2011,830160,-,-,F
Porphyridium aerugineum,202890,-,-,T
Sterolibacteriaceae,7030308,-,-,F
Lachnum pudibundum,1089174,-,-,T
Cryptococcus sp. YK-2012,4937094,-,-,F
Pythium adhaerens,788310,-,-,T
Rhodoblastus acidophilus,342143,-,-,T
Endochytrium sp. JEL 324,934089,-,-,F
Capronia sp. 96005a,757023,-,-,F
Chlorococcum sp. Sesoko,None,-,-,F
Terrimonas sp. URHE0054,5887231,-,-,F
Pseudocohnilembus persalinus,519351,-,-,T
Anthomyiidae,116716,-,-,T
Chlamydomonas rapa,934611,-,-,T
Zopfiella longicaudata,798729,-,-,T
Cribrihabitans marinus,19638,-,-,T
Mesorhizobium huakuii,205045,-,-,T
Altererythrobacter oceanensis,5380314,-,-,T
Warnowia sp. BSL-2009a,37326,-,-,T
Striaticonidium humicola,6380085,-,-,T
Bacteroidia,935525,-,-,T
Agaricales,8364,T,ott1012685,T
Paratimea constellata,253713,-,-,T
Zhongshania guokunii,4790626,-,-,T
Sphingomonas humi,807021,-,-,T
Cryptosporidium baileyi,314071,-,-,T
Candidatus Amoebophilus asiaticus,4768028,-,-,T
Methylacidiphilum fumariolicum,4795758,-,-,F
Chiayiivirga flava,1032874,-,-,T
Glomus sp. 2 SL-2017,7510967,-,-,F
Glomus sp. 8 ZHNL-2013f,5670593,-,-,F
Actinoplanes sp. IR51-RC111,780204,-,-,T
Arthrobotrys thaumasia,132790,-,-,T
Halorussus sp.,504408,-,-,T
Coniochaeta sp. 11G007,5709210,-,-,F
Axinella damicornis,187786,-,-,T
Thiothrix lacustris,542235,-,-,T
Euplotes sp. SNK-2011,754274,-,-,T
Prionitis lyallii,510369,-,-,T
Fusarium sambucinum,728368,-,-,T
Cyclotella cf. scaldensis G18W53,387163,-,-,T
Neoloricata,632187,-,-,T
Arenimonas sp. LAM-WHM-D11,5283378,-,-,F
Pantoea calida,185667,-,-,T
Sebacinaceae,172586,-,-,T
Flavobacterium sp. V4.BS.09,439886,-,-,T
Linyphiidae,19393,-,-,T
Bacillus sp. enrichment culture clone NHT66,None,-,-,F
Dominikia iranica,5362605,-,-,T
Deinococcaceae,577715,-,-,T
Nitzschia inconspicua,828066,-,-,T
Taphrina wiesneri,958917,-,-,T
Pleionea sp. MEBiC06907,5379583,-,-,F
Chondrostereum purpureum,745356,-,-,T
Hoplinus echinatus,517810,-,-,T
Curvularia homomorpha,3734115,-,-,T
Lentimicrobium saccharophilum,5580514,-,-,T
Orbilia cf. querci A731,5678091,-,-,T
Archaeospora trappei,55157,-,-,T
Rhodophyllis sp. 3GWS,796840,-,-,F
Bacillus sp.,1068896,T,mrcaott184ott216,T
Streptosporangium nanhuense,5236210,-,-,T
Septoglomus sp. JP-2013,5294327,-,-,T
Cladonia uncialis,982215,-,-,T
Halophytophthora sp. WA26-091603,781830,-,-,F
Kineosporia rhamnosa,631364,-,-,T
Bradyrhizobium sp. URHA0024,5897564,-,-,F
Epicoccum sp. 1 NV-2016,7513989,-,-,T
Distichlis spicata,34383,-,-,T
Clostridium sp. Culture Jar-13,493706,-,-,F
Pleurotus ostreatus,581149,-,-,T
Euzebya sp. DY32-46,5642410,-,-,F
Glomus sp.,622625,-,-,T
Agaricaceae,8360,T,ott1012685,T
Desulfobacterium sp. BG33,363240,-,-,T
Cerasicoccus sp. CC-MHH0563,5913712,-,-,T
Candidatus Anammoximicrobium moscowii,5286821,-,-,T
Micropepsis pineolensis,5896516,-,-,T
Carcinomyces polyporina,910573,-,-,T
Cladophialophora sp. K111013-6-12,7514795,-,-,F
Brucellaceae,828127,-,-,T
Penicillium spathulatum,754549,-,-,T
Chitinophaga sp. AM20-66,5887143,-,-,F
Phallus hadriani,984161,-,-,T
Dendryphion nanum,753532,-,-,T
Ilumatobacter nonamiensis,4769350,-,-,F
Mrakia frigida,761626,-,-,T
Cristigera pleuronemoides,2826377,-,-,T
Orchidaceae,568878,-,-,T
Labrenzia sp. BM1,5640526,-,-,F
Archaeosporales,265356,-,-,T
Chlorophyceae,275989,T,ott979501,T
Crepidotus sp. PBM3463,1052637,-,-,F
Orbilia fimicola,309919,-,-,T
Anaeromyces sp. AMG-2014,5420764,-,-,F
Inocybe nitidiuscula,745148,-,-,T
Acetobacter estunensis,5894381,-,-,T
Dyella ginsengisoli,564800,-,-,T
Hymenobacter sp. TAPP3,5886289,-,-,T
Lysobacter sp. YS-37,5912843,-,-,T
Acidisphaera sp. G45-6,7026396,-,-,F
Tomentella lilacinogrisea,998242,-,-,T
Ectothiorhodospira shaposhnikovii,711987,-,-,T
Netrium digitus,916139,-,-,T
Actiniidae,419294,T,ott1084481,T
Amathuxidia amythaon,788602,-,-,T
Chitinophaga sp. NR 2-02,5615523,-,-,F
Clostridium sp. r54,660070,-,-,T
Algoriphagus terrigena,826929,-,-,T
Kocuria flava,591520,-,-,T
Sphingomonas sp. S4-A16,612646,-,-,F
Cyclotrichium cyclokaryon,636700,-,-,T
Marinobacter sp. PY97S,915396,-,-,F
Haplotaxida,840750,T,ott563197,T
Desulfonosporus sp. AAN04,64212,-,-,T
Gymnodinium sp. Dino1,4038102,-,-,F
Thermogemmatispora foliorum,105214,-,-,T
Arenicellaceae,5580747,-,-,T
Gaetbulibacter sp.,605464,-,-,T
Hebeloma sp.,413001,T,ott1012685,T
Haloferacaceae,5580328,-,-,T
Luteibaculum oceani,4769116,-,-,T
Alteromonadales,767334,T,mrcaott103ott1093,T
Hydropus scabripes,518860,-,-,T
Orbilia asomatica,5302849,-,-,T
Funaria hygrometrica,765280,-,-,T
Cordyceps sp. XSD-72,525456,-,-,F
Gilkeya compacta,939765,-,-,T
Tricladium sp. 117567,5726775,-,-,F
Parasphingopyxis lamellibrachiae,853208,-,-,T
Bardeliella pulchra,1027214,-,-,T
Dermoloma sp. ECV4208,7524032,-,-,F
Williamwhitmania taraxaci,5913799,-,-,T
Anteholosticha marimonilata,644454,-,-,T
Exophiala sp. WW-2009a,562245,-,-,F
Schizothecium aloides,224399,-,-,T
Geastrum saccatum,735805,-,-,T
Microvirga subterranea,809587,-,-,T
Alcanivorax sp.,235734,-,-,T
Kernia pachypleura,950409,-,-,T
Blastocladiella sp. JEL 440,263569,-,-,F
Rubidimonas crustatorum,1048885,-,-,T
Sporormiaceae,335006,-,-,T
Physciaceae,216195,-,-,T
Aphanorrhegma serratum,1060862,-,-,T
Novafabricia sp. Australia DH-2011,18601,-,-,T
Psathyrella aff. gracilis TRTC155531,479702,-,-,T
Candidatus Magnetananas rongchenensis,5394647,-,-,T
Boidinia granulata,897399,-,-,T
Heterotrichida,76878,-,-,F
Cladophialophora sp. 99003a,182839,-,-,F
Aconoidasida,199664,-,-,T
Micrococcaceae,146214,-,-,T
Goniotrichopsis sublittoralis,1041973,-,-,T
Tissierella sp. F6,690523,-,-,F
Deinococcus deserti,291509,-,-,F
Meliniomyces bicolor,285117,-,-,T
Knufia sp.,1038598,-,-,T
Actibacter sediminis,784494,-,-,T
Brandtodinium nutricula,4038171,-,-,T
Bacteriovorax stolpii,956183,-,-,T
Neoascochyta exitialis,257646,-,-,T
Caldicoprobacter guelmensis,1030298,-,-,T
Melica imperfecta,58523,-,-,T
Racemicystis crocea,5904572,-,-,T
Pantoea agglomerans,1032074,-,-,T
Bakuella incheonensis,5663222,-,-,T
Fusarium pseudograminearum,427868,-,-,T
Seiridium cardinale,530238,-,-,T
Comamonas aquatica,23414,-,-,T
Negativicutes,272720,-,-,T
Komagataella phaffii,312896,-,-,T
Ureibacillus thermophilus,341339,-,-,T
Phomopsis columnaris,1058988,-,-,T
Cinetochilum ovale,490280,-,-,T
Cyanobacteria,225495,-,-,T
Granulosicoccus marinus,5239804,-,-,T
Cellvibrio mixtus,72566,-,-,T
Chelatococcus sp.,160158,-,-,T
Mycena sp. Rr28,5306078,-,-,F
Adineta sp. FR.1,440691,-,-,F
Cultroribula sp. BOLD:AAU6071,803288,-,-,T
Chlamydomonas sphaeroides,421888,-,-,T
Rhizopogon gelatinosus,3835277,-,-,T
Helvellaceae,332569,-,-,T
Marinimicrobium sp. ABCh4,676019,-,-,T
Melanagromyza obtusa,594575,-,-,T
Austroafricana parva,371838,-,-,T
Chrysaora pacifica,5424634,-,-,T
Arthrobacter psychrochitiniphilus,342324,-,-,T
Desulfobulbus sp. DSM 2033,870291,-,-,T
Dothideaceae,708964,-,-,T
Halorubellus salinus,985570,-,-,T
Heterosiphonia japonica,488539,-,-,T
Solicoccozyma aeria,80035,-,-,T
[Candida] bromeliacearum,39402,-,-,T
Mesanophrys carcini,953327,-,-,T
Cellulosilyticum lentocellum,352421,-,-,T
Anoxybacillus sp. NBY46,402029,-,-,F
Cyanea nozakii,772995,-,-,T
Rehaibacterium terrae,5172922,-,-,T
Frontonia sp.,360873,-,-,T
Azospirillum fermentarium,1023269,-,-,T
Tapinella atrotomentosa,834577,-,-,T
Filobasidium elegans,422130,-,-,T
Novosphingobium sp. RHLT1-21,1038253,-,-,T
Obelia bidentata,782818,-,-,T
Methylocystis sp. Pao66,5639213,-,-,F
Pilidium acerinum,181906,-,-,T
Saccharophagus sp. MM1-2b,622691,-,-,T
Hymenobacter terrenus,5614016,-,-,T
Azoarcus sp. JMC-UBL 43,367375,-,-,T
Dictyonema sericeum,105911,-,-,T
Anaplasma sp. TC250-2,5642065,-,-,F
Alternaria brassicicola,380927,-,-,T
Cocconeis pediculus,148816,-,-,T
Hahella ganghwensis,905549,-,-,T
Laceyella sacchari,233250,-,-,T
Streptacidiphilus sp. AL.Anaerobic.1,345786,-,-,F
Marphysa brevitentaculata,1020323,-,-,T
Ambispora appendicula,1046557,-,-,T
Phlyctochytrium arcticum,845565,-,-,T
Anchialina agilis,108887,-,-,T
Ascochyta caulina,833046,-,-,T
Gonatozygon aculeatum,878445,-,-,T
Podospora decidua,533566,-,-,T
Calanidae,461532,T,mrcaott6062ott17168,T
Acidobacterium sp. SCGC AAA007-K07,5177679,-,-,F
Novosphingobium lentum,515372,-,-,T
Chlorella sp. UMPCCC 1238,5584576,-,-,F
Paracamarosporium hawaiiense,483468,-,-,T
Venturia viennotii,13448,-,-,T
Syntrophobacter sulfatireducens,58804,-,-,T
Peronospora trifolii-minoris,225090,-,-,T
candidate division NC10,4745241,-,-,F
Geoglossum vleugelianum,3687259,-,-,T
Plagiopylidae,179395,-,-,F
Phenylobacterium immobile,1007121,-,-,T
Basidiophora entospora,275960,-,-,T
Rhodotorula diobovata,449874,-,-,F
Chrysaora lactea,256208,-,-,T
Pinnularia neomajor,248546,-,-,T
Candidatus Glomeribacter gigasporarum,668553,-,-,T
Neosetophoma sp.,422771,-,-,T
Hericium erinaceus,240840,-,-,T
Osbornellus borealis,3457705,-,-,T
Goniomonas sp. TGKH7,5574933,-,-,F
Lobochlamys segnis,340080,-,-,T
Sanchytrium tribonematis,7510643,-,-,F
Salarchaeum sp. SL-3,672642,-,-,F
Eionea flava,5240964,-,-,T
Nitrosomonas europaea,830965,-,-,T
Spirochaeta sp. TP422,86616,-,-,F
Marinobacterium sp. AK27,5252635,-,-,F
Pseudomonas sp. PsH,598136,-,-,T
Caldilineaceae,533636,-,-,T
Lulworthia sp. 107aIA,5712096,-,-,F
Cryptococcus sp. CBS 12710,5222964,-,-,F
[Candida] galacta,None,-,-,F
Photobacterium damselae,559593,-,-,T
Bacillus sp. Ult-521,458746,-,-,F
Dunaliella sp. SPMO 112-3,1080505,-,-,F
Hylemonella gracilis,1023978,-,-,T
Phenylobacterium sp. enrichment culture clone C26,None,-,-,F
Pseudogarypinus cooperi,945706,-,-,T
Thermovenabulum gondwanense,16876,-,-,T
Peridiniopsis minima,5655310,-,-,F
Amphidinium asymmetricum,928849,-,-,T
Cellulophaga baltica,409785,-,-,T
Clitopilus griseonigrellus,5306639,-,-,T
Spadicoides bina,45710,-,-,T
Phaeosphaeria sp. URM 7220,7513694,-,-,F
Oribatida,61927,-,-,T
Methylophilaceae,344389,-,-,T
Beauveria australis,94205,-,-,T
Thermomarinilinea lacunifontana,4795903,-,-,T
Pseudopyricularia bothriochloae,5308763,-,-,T
Acidisoma sp. L85,5635675,-,-,F
Clostridium perfringens,16509,T,mrcaott146843ott146850,T
Bacillus sp. enrichment culture clone 0-26H03,None,-,-,F
Paenibacillus sp. C-19-1,5243110,-,-,F
Candidatus Brocadia anammoxidans,98018,-,-,T
Pseudozobellia thermophila,497555,-,-,T
Clostridium sp. enrichment culture clone VanCtr93,5197462,-,-,T
Erysipelotrichaceae,5248084,T,mrcaott4061ott167751,T
Gallionella capsiferriformans,167633,-,-,T
Nitratireductor basaltis,133533,-,-,F
Trematosphaeria biappendiculata,920747,-,-,T
Lysobacter enzymogenes,737108,-,-,T
Halovibrio sp. K12-34B,1063498,-,-,T
Cytophaga sp. enrichment culture clone Ac-C1,None,-,-,F
Polykrikos herdmaniae,876292,-,-,T
Penicillium sp. NWHC 44736-21-02-02,7515255,-,-,F
Anaerolinea thermolimosa,733659,-,-,T
Surirella ovalis,2814513,-,-,T
Armillaria mellea,1047949,-,-,T
Calliblepharis ciliata,366397,-,-,T
Chlamydomonadales,347099,T,ott979501,T
Ulva australis,531752,-,-,T
Chitinophaga polysaccharea,807883,-,-,T
Maryna ovata,924660,-,-,T
Pectobacteriaceae,5998973,T,mrcaott103ott1442,T
Pediastrum sp. 23 (FA),5293055,-,-,F
Laurencia sp.,904404,-,-,T
Pinnularia subcommutata,587098,-,-,T
Lophium mytilinum,1027793,-,-,T
Colletotrichum acutatum,563425,-,-,T
Pseudoalteromonas sp. BSw20680,831933,-,-,F
Erythrobacter sp. JL1029,218095,-,-,T
Chaetomella raphigera,1024681,-,-,T
Leptosphaeria sp. X9,870657,-,-,F
Calliarthron tuberculosum,508922,-,-,T
Selenomonadales,373134,-,-,T
Pseudomonas sp. CL1.82,887670,-,-,T
Archaeospora sp. PODO7.3,1037747,-,-,F
Amanita muscaria,75257,-,-,T
Aeromonadaceae,160603,T,ott767314,T
Nolanea strictior,5445844,-,-,T
Rhizophydium patellarium,5424117,-,-,T
Rhodoptilum plumosum,929271,-,-,T
Tomentella ellisii,269213,-,-,T
Gayralia oxysperma,711018,-,-,T
Dechloromonas sp. EMB 269,845519,-,-,T
Preussia sp. I49,301998,-,-,T
Siansivirga zeaxanthinifaciens,408303,-,-,T
Allantophomopsis lycopodina,878638,-,-,T
Neoplasta sp. BOLD-2016,6265167,-,-,F
Pseudomaricurvus alcaniphilus,244865,-,-,T
Azohydromonas lata,1063904,-,-,T
Rasamsonia cylindrospora,773865,-,-,T
Melanconiella elegans,1067703,-,-,T
Bryobacter aggregatus,4790908,-,-,T
Cystobacter miniatus,437530,-,-,T
Tomentella botryoides,5683354,-,-,T
Spirochaeta africana,317547,-,-,T
Mycothermus thermophilus,7520056,-,-,T
Roseomonas tokyonensis,677446,-,-,T
Lipomyces suomiensis,3794911,-,-,T
Melittangium boletus,394763,-,-,T
Neobulgaria sp.,929199,-,-,T
Gjaerumia minor,63209,-,-,T
Ruegeria sp.,753375,T,mrcaott721ott9161,T
Dendryphion penicillatum,5713157,-,-,T
Typosyllis pigmentata,627346,-,-,T
Gemmabryum caespiticium,564060,-,-,T
Monostilifera,971438,-,-,T
Powellomyces sp. PL AUS 017,1031389,-,-,F
Dermoloma sp. BW8,7524031,-,-,F
Melittangium lichenicola,872671,-,-,T
Sheathia confusa,914173,-,-,T
Clostridium sp. BG-C131,298196,-,-,F
Hericium coralloides,159293,-,-,T
Taibaiella yonginensis,5615571,-,-,T
Ureibacillus sp.,741788,-,-,T
Russula sp. LM1532,5684163,-,-,F
Sphingomonas sp. WWH15,5238443,-,-,F
Wolffiella rotunda,1009492,-,-,T
Hydrogenophaga atypica,1005543,-,-,T
Fusarium flocciferum,750259,-,-,T
Thermoflavimicrobium dichotomicum,667250,-,-,T
Aquamicrobium lusatiense,289602,-,-,T
Geastrum xerophilum,3837339,-,-,T
Glomus sp. SA98,52642,-,-,F
Leucosporidium golubevii,132987,-,-,T
Mimeoma maculata,4642540,-,-,T
Aquiflexum balticum,281320,-,-,T
Chondria coerulescens,5155218,-,-,T
Fusidium griseum,420330,-,-,T
Tremella subalpina,5985579,-,-,T
Chlamydomonas sp. JIAC4,7042163,-,-,F
Coscinodiscophyceae,850155,-,-,F
Ulvibacter sp. MAR_2010_11,440692,-,-,T
Ocypode platytarsis,2981558,-,-,T
Bolbitiaceae,234956,T,mrcaott206ott11226,T
Tomentellopsis submollis,920257,-,-,T
Kushneria pakistanensis,5625502,-,-,T
Euzebya sp. ZJ0905B7,5885956,-,-,F
Navicula diserta,973999,-,-,T
